This is a test - put something more meaningful here
    1  : Daily records
    1  : First day of record
    1  : First month of record
 2010  : First year of record

  Tmin (C)   Tmax (C)
=======================
31.24	31.24
31.28	31.28
31.05	31.05
29.58	29.58
29.78	29.78
31.41	31.41
31.94	31.94
31.45	31.45
31.06	31.06
30.47	30.47
31.19	31.19
31.89	31.89
31.35	31.35
31.23	31.23
31.06	31.06
30.97	30.97
31.37	31.37
31.53	31.53
31.67	31.67
30.50	30.50
30.46	30.46
30.68	30.68
31.48	31.48
30.25	30.25
30.70	30.70
31.19	31.19
31.81	31.81
31.49	31.49
30.64	30.64
30.35	30.35
30.76	30.76
30.29	30.29
31.32	31.32
31.65	31.65
31.29	31.29
30.76	30.76
31.84	31.84
30.58	30.58
32.08	32.08
31.41	31.41
30.83	30.83
32.40	32.40
31.46	31.46
31.35	31.35
31.72	31.72
31.93	31.93
31.54	31.54
30.99	30.99
31.52	31.52
30.14	30.14
30.26	30.26
31.48	31.48
31.46	31.46
31.87	31.87
31.34	31.34
30.82	30.82
31.52	31.52
29.45	29.45
30.87	30.87
31.98	31.98
32.36	32.36
32.70	32.70
33.01	33.01
32.99	32.99
28.82	28.82
31.43	31.43
31.98	31.98
30.52	30.52
32.46	32.46
29.91	29.91
30.98	30.98
31.90	31.90
31.69	31.69
30.44	30.44
32.25	32.25
31.13	31.13
30.59	30.59
28.82	28.82
31.41	31.41
31.51	31.51
29.27	29.27
30.98	30.98
31.05	31.05
31.16	31.16
31.06	31.06
31.56	31.56
31.70	31.70
31.83	31.83
32.09	32.09
31.68	31.68
31.53	31.53
31.42	31.42
32.47	32.47
32.35	32.35
32.04	32.04
32.05	32.05
31.29	31.29
31.62	31.62
31.62	31.62
31.78	31.78
31.74	31.74
31.33	31.33
32.07	32.07
32.11	32.11
32.08	32.08
32.36	32.36
31.98	31.98
30.43	30.43
30.90	30.90
31.35	31.35
31.39	31.39
32.27	32.27
32.19	32.19
32.20	32.20
32.33	32.33
32.68	32.68
31.10	31.10
29.11	29.11
31.20	31.20
33.09	33.09
30.66	30.66
31.28	31.28
32.39	32.39
30.09	30.09
31.24	31.24
31.29	31.29
31.32	31.32
31.52	31.52
31.09	31.09
32.01	32.01
31.75	31.75
30.85	30.85
31.53	31.53
31.83	31.83
31.95	31.95
31.37	31.37
30.99	30.99
29.04	29.04
31.80	31.80
31.21	31.21
31.11	31.11
30.77	30.77
28.92	28.92
27.45	27.45
30.79	30.79
31.46	31.46
30.28	30.28
29.93	29.93
30.75	30.75
31.24	31.24
31.45	31.45
30.58	30.58
25.09	25.09
28.21	28.21
29.71	29.71
30.75	30.75
31.69	31.69
29.96	29.96
30.64	30.64
30.99	30.99
31.63	31.63
30.00	30.00
28.48	28.48
30.93	30.93
30.26	30.26
28.69	28.69
29.65	29.65
30.89	30.89
30.77	30.77
30.10	30.10
29.68	29.68
28.65	28.65
29.67	29.67
29.99	29.99
28.05	28.05
30.76	30.76
29.68	29.68
29.61	29.61
30.75	30.75
27.04	27.04
30.81	30.81
29.79	29.79
28.60	28.60
28.50	28.50
29.84	29.84
29.20	29.20
26.57	26.57
30.38	30.38
29.16	29.16
29.48	29.48
28.38	28.38
28.31	28.31
30.19	30.19
27.69	27.69
29.79	29.79
28.47	28.47
28.10	28.10
27.82	27.82
27.14	27.14
28.89	28.89
29.46	29.46
27.54	27.54
28.44	28.44
28.52	28.52
28.36	28.36
28.39	28.39
29.55	29.55
27.34	27.34
27.11	27.11
28.56	28.56
27.58	27.58
28.35	28.35
27.73	27.73
27.96	27.96
26.80	26.80
28.61	28.61
28.53	28.53
28.95	28.95
27.71	27.71
28.35	28.35
28.93	28.93
29.18	29.18
28.87	28.87
28.57	28.57
29.00	29.00
26.31	26.31
26.74	26.74
29.09	29.09
27.51	27.51
26.53	26.53
27.43	27.43
26.63	26.63
26.48	26.48
25.50	25.50
27.72	27.72
27.53	27.53
